EmployeeID,Name,Age,Department,Gender,Salary,JoinDate,PerformanceScore,Status
1412,Lauren Lopez,24,Marketing,Male,47304.65,2021-08-03,1.7,Active
1488,Sheri Evans,44,Finance,Male,58820.74,2018-05-26,3.0,Active
1218,Colleen Kaufman,49,IT,M,86938.17,2024-01-10,1.2,Terminated
1030,Jackson Acosta,23,Operations,Female,34897.43,2021-08-18,1.2,On Leave
1267,Samantha Olson,29,Sales,Female,84854.83,2023-12-21,2.5,Terminated
1143,Rodney Brown,46,Sales,Female,52488.2,2023-01-02,4.6,On Leave
1195,Jessica Haley,42,HR,Fmale,72072.05,2019-05-30,4.9,On Leave
1342,Michael Woods,59,IT,Fmale,58472.76,2020-07-04,4.0,On Leave
1257,Joseph Nash,43,Finance,Female,91128.91,2018-10-24,3.9,On Leave
1215,Adam Calderon,56,Finance,Male,69471.69,2021-07-07,3.1,Active
1268,Tammy Nelson,58,Sales,Female,36893.72,2020-11-11,3.0,Active
1095,Alexander Cunningham,44,IT,M,92847.04,2019-07-14,1.8,Terminated
1349,Christopher Munoz,38,Operations,M,60480.06,2021-10-14,3.9,On Leave
1179,Jessica Krause,56,HR,Fmale,74577.34,2023-09-14,,Active
1306,Thomas Rush,31,IT,M,49606.42,2016-07-08,4.1,Terminated
1290,Tina Mercado,22,Operations,Female,74222.65,2019-07-30,2.6,Terminated
1004,Cameron Hoffman,54,Sales,Male,57607.25,2020-10-28,3.1,On Leave
1043,Brianna Kirby,56,Operations,Female,42130.45,2018-07-24,1.9,On Leave
1164,Robert Norton,43,IT,Fmale,64157.72,2023-08-19,1.9,On Leave
1396,Anthony Bell,35,Marketing,Female,67739.09,2020-09-29,4.9,Active
1171,Victor Meza,54,Finance,Fmale,,2022-05-29,1.9,Terminated
1282,Brandon Barrett,47,Finance,Male,88710.47,2024-09-15,1.1,Active
1091,Curtis Thomas,46,HR,Female,54851.98,2017-03-04,1.0,Terminated
1369,Kenneth Hoffman,22,IT,Fmale,68086.98,2021-09-08,1.8,Terminated
1204,Joseph Simmons,34,Finance,M,57056.08,2015-12-06,4.8,Terminated
1160,Vincent Fernandez MD,30,Finance,Female,76412.87,2022-02-26,4.2,Terminated
1173,Casey Bridges,54,IT,Female,85749.87,2016-12-25,5.0,Terminated
1432,Erika Palmer,45,HR,Female,,2021-02-05,4.9,Terminated
1245,Julie Cochran MD,41,HR,Fmale,39625.93,2020-03-04,1.3,On Leave
1304,Justin Robinson,31,IT,Fmale,65759.57,2015-11-25,2.4,Terminated
1237,Stephanie Callahan,23,Operations,Fmale,49148.45,2022-06-10,4.5,On Leave
1014,Jack Richards,46,IT,Fmale,66286.53,2015-12-13,4.1,Active
1331,Mary Thomas,52,HR,Fmale,96973.16,2020-09-30,1.7,On Leave
1217,Steven Collins,46,Marketing,Female,83212.58,2024-08-12,4.5,Active
1213,Ashley Chapman,31,HR,M,,2023-04-06,4.8,Active
1223,Mario Perkins,49,Finance,Male,72307.23,2023-06-17,3.7,Terminated
1183,Angela Martin,57,Marketing,Female,48605.41,2018-08-02,3.0,On Leave
1495,Robert Garcia,56,Sales,Fmale,,2024-09-30,4.0,On Leave
1158,Edwin Smith,32,Operations,Fmale,57247.96,2019-04-02,1.5,Terminated
1319,Laurie Reeves,33,Marketing,Fmale,79710.14,2022-02-22,4.7,On Leave
1469,Miss Brianna Garcia MD,49,Operations,M,43414.43,2017-03-09,2.4,On Leave
1465,Jason Salazar,42,Operations,Fmale,50306.59,2024-10-27,2.1,Active
1007,Angel Wade MD,39,Finance,Male,50996.19,2023-10-31,3.7,On Leave
1109,Derek Nguyen,42,HR,Fmale,77244.35,2016-10-17,3.5,Active
1313,Kerri French,27,Marketing,M,51201.54,2021-10-21,1.3,Terminated
1055,Christopher Allen,50,Finance,Male,49995.85,2021-02-10,3.4,On Leave
1036,Dr. Laura Hurst,53,Operations,M,73103.84,2015-09-07,4.8,Active
1175,Michelle Howard,52,Marketing,M,50948.46,2021-10-31,3.9,On Leave
1463,Ryan Nguyen,56,Sales,Male,47460.69,2019-02-01,4.6,Active
1100,Renee Ramirez,54,Finance,M,58015.51,2018-01-07,2.9,On Leave
1260,Debra Powers,39,HR,M,51394.5,2017-05-14,2.3,On Leave
1424,Monica Castro,32,IT,Fmale,78855.9,2020-10-19,2.0,Active
1113,Linda Gallegos,31,Marketing,Male,61920.62,2016-03-10,1.8,Active
1236,Jennifer Irwin,36,Finance,Female,53902.61,2020-04-19,3.8,Active
1129,Douglas Harrison,55,Sales,Male,59831.59,2017-01-27,,Terminated
1442,Gail Lee,33,Marketing,Fmale,67516.41,2020-01-03,2.9,On Leave
1368,Steve Sloan,58,Sales,Fmale,33588.56,2025-02-16,,Active
1411,Walter Lopez,39,Marketing,Fmale,67270.99,2016-05-13,2.3,On Leave
1460,Cynthia Nelson,34,Marketing,Fmale,,2021-06-06,3.5,On Leave
1345,Martin Martinez,39,IT,M,25459.55,2016-08-07,2.8,Terminated
1148,Michelle Williams,54,HR,M,75815.93,2021-09-10,4.1,Terminated
1277,Jessica Brown,56,Finance,Fmale,70989.6,2025-01-06,3.0,Terminated
1024,Justin Chan,41,IT,Fmale,73389.44,2018-09-28,3.2,Active
1099,Jeffrey Camacho,46,IT,Male,70503.64,2018-03-24,,Active
1190,Renee Alvarado,41,Marketing,Female,58225.15,2018-11-02,4.4,Terminated
1119,Dr. Jeffrey Alvarado MD,35,Operations,Male,41722.66,2016-05-27,2.9,On Leave
1426,Anthony Hines,41,Sales,M,49868.08,2019-04-04,4.3,Active
1490,Terri Valdez,30,Sales,Male,54946.53,2023-05-26,1.0,Terminated
1353,Robert Stanton,26,Finance,Fmale,77785.56,2021-07-22,1.1,Active
1145,Steven Thomas,54,Operations,Female,70302.48,2024-04-17,1.9,Terminated
1061,Vanessa Robinson,51,Finance,Female,92159.16,2021-12-20,4.9,Active
1311,Timothy Olson,32,HR,Male,64540.28,2018-07-01,2.1,On Leave
1233,Ashley Garrett,50,Sales,Fmale,90306.03,2025-05-24,2.5,On Leave
1378,William Ray,25,IT,Female,56161.78,2022-01-30,2.9,Active
1152,Marcus Williams,52,IT,Fmale,65659.51,2025-01-30,3.3,On Leave
1187,Evelyn Myers,22,Marketing,Female,62801.5,2025-07-29,2.6,Active
1170,Amber Maynard,24,Operations,Female,6476.92,2022-05-18,2.1,On Leave
1012,Margaret Kelly,42,IT,Male,62570.52,2019-11-03,2.1,Active
1406,Rodney Flores,49,Operations,Fmale,66892.46,2023-11-20,1.1,On Leave
1269,James Anderson,35,HR,M,26483.6,2021-02-28,1.7,Terminated
1284,Abigail Lopez,54,HR,Male,75759.82,2017-06-20,4.8,On Leave
1182,Catherine Shaw,44,Finance,Male,57240.25,2023-02-25,4.3,Terminated
1337,Maria Schroeder,36,Marketing,M,50798.96,2017-05-07,1.2,Active
1127,Marcus Campbell,24,Marketing,Fmale,55528.42,2016-07-04,3.9,Active
1205,Lisa Diaz,50,Sales,Female,52240.67,2024-10-07,3.5,Terminated
1373,Nicole Wilson,55,HR,Male,71607.49,2025-01-29,4.4,On Leave
1128,Sandra Woods,40,Sales,M,92592.63,2018-12-24,2.3,Terminated
1497,Gary Livingston,30,Operations,Fmale,68767.55,2024-02-03,1.4,Active
1425,Jennifer Brown,37,Marketing,Fmale,,2025-02-16,3.7,Active
1058,Christopher Phillips,43,HR,Male,53858.87,2017-11-30,1.1,Active
1383,Joshua English MD,54,Sales,Female,87927.09,2016-12-08,1.5,Terminated
1131,Sarah Williams,32,Operations,M,62609.49,2024-07-02,1.0,On Leave
1473,Christine Lawson,26,Operations,M,43278.78,2020-04-22,1.8,Active
1238,Steven Price,49,Finance,Male,70967.18,2025-08-01,4.6,On Leave
1265,Alexander Harper,57,Operations,M,35505.72,2022-09-11,4.6,Terminated
1388,Paul Mccall,31,Operations,M,57075.82,2018-03-25,3.8,Terminated
1075,Lisa Williams,32,Sales,Female,65430.21,2019-12-12,2.1,Terminated
1167,Julie Johnson,53,Marketing,Fmale,93847.26,2023-08-22,4.3,On Leave
1107,Larry Conway,24,Sales,M,77689.46,2020-05-19,3.2,On Leave
1244,Sharon Griffith,36,Marketing,Female,64848.69,2021-07-16,1.5,Terminated
1092,Brenda Cole DVM,42,Marketing,M,,2020-05-03,4.7,Active
1438,Ashley Hays,37,Finance,Fmale,71915.75,2021-06-22,4.2,Active
1305,Richard Parker,45,Sales,M,41342.05,2021-07-02,2.1,On Leave
1276,Christina Clark,30,Marketing,Male,76341.55,2023-01-30,4.7,Active
1157,Monique Rose,49,Sales,M,50551.93,2017-06-13,1.4,Terminated
1365,Amy Lane,50,Operations,Male,50968.42,2017-12-26,3.0,Terminated
1086,Antonio Anderson,26,Finance,M,52395.85,2015-09-28,1.9,Active
1191,Amanda Williams,55,Operations,Fmale,52798.16,2023-08-01,2.4,Terminated
1040,Mark Bennett,37,Marketing,Fmale,62286.31,2022-07-31,4.5,Active
1112,Lauren Kaiser,38,IT,Male,27437.01,2023-06-27,1.6,Active
1379,Andrew Christian MD,40,Marketing,Fmale,71675.42,2021-06-04,1.3,On Leave
1333,Brian Nelson,55,HR,Male,36281.14,2016-12-06,4.1,Terminated
1433,Daryl Eaton,40,HR,Male,72651.21,2021-03-19,3.5,Terminated
1005,Sherry Livingston,48,Marketing,Male,44807.53,2017-12-07,2.5,Active
1347,Jeremy Price,22,HR,M,64877.65,2022-11-25,4.1,Active
1105,Brian Bell MD,30,Finance,Female,39471.15,2016-08-14,3.5,On Leave
1336,Dan Moreno,46,Operations,Fmale,78846.55,2017-01-29,5.0,Terminated
1444,Dean Gibson,50,Finance,Female,74293.12,2017-09-01,3.7,On Leave
1165,Nicholas Best,38,Sales,Fmale,48013.34,2018-05-22,3.0,On Leave
1106,Jonathan Johnson,29,Finance,Male,,2021-01-01,3.0,On Leave
1242,Amy Stewart,38,Marketing,M,54855.36,2022-06-30,1.6,Active
1436,Andrew Cameron,32,Operations,Male,54760.25,2015-10-01,1.9,Active
1254,Jennifer Hester,27,IT,Fmale,53325.25,2017-05-28,3.5,On Leave
1263,Ryan Hopkins,45,Finance,Fmale,32035.03,2024-03-23,5.0,Terminated
1395,Alexander Elliott,36,IT,Fmale,61004.86,2016-12-16,1.2,On Leave
1404,David Ortiz,53,Sales,Fmale,49661.56,2023-08-12,1.7,On Leave
1083,Samantha Dawson,35,Sales,Male,28649.73,2022-09-23,2.4,Active
1448,Evan Martin,22,Operations,Male,26883.74,2022-10-16,2.9,Terminated
1072,Curtis Edwards,58,HR,Male,75487.69,2022-10-08,4.3,Active
1088,Dalton Mendoza,52,Marketing,Female,66876.62,2023-05-18,2.5,Active
1065,Briana Harris,22,Finance,Female,91832.34,2015-09-08,2.0,On Leave
1271,Alexander Farrell,33,HR,Fmale,36661.52,2023-02-03,1.7,Active
1094,Gregory Wright,52,Marketing,Male,60815.26,2016-10-25,3.8,Terminated
1308,Kaitlyn Lee,58,Sales,Male,48976.34,2019-10-06,3.4,Terminated
1275,Timothy Farley,49,IT,Female,62608.62,2021-03-25,1.1,On Leave
1491,Jeffrey Dunn,54,Marketing,M,57971.19,2016-08-20,3.5,Terminated
1390,Meagan Landry,52,Operations,Female,53143.56,2023-03-08,,On Leave
1318,Zachary Lawrence,37,IT,M,62421.6,2025-03-04,2.7,On Leave
1409,Timothy Stephenson,32,Sales,Fmale,61699.06,2018-03-18,4.2,On Leave
1154,Jacob Klein,47,Finance,Fmale,52306.28,2020-10-12,1.6,Active
1102,Vincent Lawrence DDS,55,Finance,Male,,2022-10-07,,Active
1338,Elizabeth Wallace,38,Marketing,Female,55462.95,2020-06-27,1.9,Terminated
1006,Eric Marsh,24,Sales,Female,64713.71,2019-12-10,3.7,Active
1045,Ellen Griffin,54,Marketing,M,69513.6,2019-10-30,2.0,On Leave
1114,Cristina Johnson,32,Finance,Female,52779.92,2021-01-21,1.5,On Leave
1221,Jonathan Colon,27,Marketing,Fmale,73612.42,2018-02-20,3.6,Active
1141,Isaac Cook,43,Marketing,Female,67978.75,2023-03-26,4.3,Active
1211,Jose Smith,45,Marketing,Male,94645.84,2018-09-29,5.0,Terminated
1134,Kayla Rose,25,Operations,Female,99250.5,2024-05-10,3.0,On Leave
1262,Ann Robinson,28,Finance,Fmale,48605.72,2015-11-03,4.5,Terminated
1279,Kathryn Romero,55,HR,Male,36833.03,2017-04-21,2.4,Terminated
1080,Douglas Patel,40,Sales,Male,74237.14,2022-08-17,2.3,On Leave
1481,Jessica Johnson,49,Sales,Female,64866.0,2024-06-05,4.1,Active
1116,Michael Armstrong,53,Sales,Female,47805.67,2019-07-02,3.7,Terminated
1346,Isaiah Thomas,34,IT,Female,53325.81,2020-04-02,1.4,On Leave
1475,Robert Briggs,36,IT,Male,43558.15,2024-11-11,2.5,Terminated
1207,Ian Smith,22,Marketing,M,53697.2,2024-01-13,2.1,Active
1185,Kristin Hamilton,55,Marketing,Female,84982.12,2018-03-14,4.7,Active
1413,Angelica Miller,49,Sales,Male,51802.39,2022-02-15,3.6,Terminated
1359,Austin Krause,36,Operations,M,63449.32,2021-08-24,2.5,On Leave
1394,Kayla Nguyen,42,IT,Female,52734.59,2024-05-28,2.6,Active
1243,Robert Andrews,28,Marketing,Fmale,,2018-10-31,4.7,On Leave
1397,Justin Smith,24,HR,Fmale,47433.78,2018-06-29,2.2,On Leave
1010,Kelly Ballard,50,HR,M,41687.35,2017-03-18,4.1,Terminated
1483,Alyssa Price,58,HR,Male,49591.98,2020-07-07,3.8,Active
1046,Melissa Brown,59,IT,Male,105916.43,2019-02-20,4.6,On Leave
1354,James Campos,49,Marketing,Male,70784.3,2021-02-19,4.1,On Leave
1416,Ryan Camacho,42,Marketing,Fmale,81183.31,2025-06-15,2.3,On Leave
1305,Richard Parker,45,Sales,M,41342.05,2021-07-02,2.1,On Leave
1037,Savannah Smith,39,IT,Female,67229.69,2016-03-22,1.8,Active
1049,Tara Clark,49,IT,Male,33251.23,2023-03-16,4.0,Terminated
1299,Jeff Mcpherson,48,HR,Fmale,60866.93,2019-10-24,1.4,On Leave
1291,Jessica Harris,50,Operations,Male,36709.09,2017-10-12,1.9,Active
1314,Nicole Jones,48,HR,M,57036.97,2021-07-30,2.1,On Leave
1146,Erin Jones,27,HR,Male,24906.1,2017-04-18,3.5,Terminated
1123,William Adams,23,Finance,Female,72771.03,2016-03-08,3.0,Terminated
1477,Douglas Holland,50,Finance,Male,36905.0,2023-10-28,3.2,On Leave
1048,Pamela Wolf,40,Finance,Fmale,39847.14,2016-04-24,4.1,On Leave
1372,Nathan Ellis,47,Operations,Female,43346.65,2015-10-11,,Active
1316,Stephen May,23,IT,M,65610.85,2020-08-19,5.0,Terminated
1198,Traci Ross,35,IT,Female,63115.32,2023-10-04,3.9,Terminated
1258,Amber Rodriguez,33,Marketing,M,49662.18,2018-04-01,1.6,Terminated
1140,Gerald Owens,32,Sales,Fmale,56954.32,2021-11-08,1.7,On Leave
1499,Tanya Wheeler,56,Sales,Male,91641.67,2018-11-15,,Active
1417,Joseph Scott,52,Operations,M,47071.19,2018-09-02,,On Leave
1108,Glenn Knox,38,Finance,Fmale,61012.78,2018-09-24,1.1,Terminated
